clean_text,label_encoded
banyak layanan sangat recommended kak,2
belanja jadi mudah,2
sangat baguss namunn setiap saya belo paket pasti nga sampe rumah dan jadinya dibatalkan tapi no problem,2
keren diskon up to up to jt sempat dapat kali kasih voucher diskon yang lebih lagi dong min voucher shopeefood diskon rame rame mantap banget,2
selalu membantu n trbaik,2
klo sy beli satu barang dishopee pasti sesuai dgn pesanan sy sangat puas sekali berbeda sekali dgn yhg lainnya sy pesan apa yg datangnya berbeda,2
kayanya ini terahir saya belanja di shopeejasa kirimnya gila bulan ini saya perhatikan leletyg dulu dari bandung cuma hari skrg hari baru sampeklo paketnya gak di bawa keliling kota duludi endap di gudangnya yg lama sepertinya saya harus balik lagi ke ttk lg shope jelek pengirimanparah,0
dengan shopee semua terasa mudah puaaasss bangeet,2
bintang satu untuk kurir spx nya udah muak gw sama kurir satu ini semenjak kurir jnt g ada kurir sekarang udah g pernah nyampe rumah udah gitu minta uang lebih pula😞,0
beli apa saja gampang,2
sangat bagus,2
shopee the beast,2
ok,2
kereeeeeeen,2
paket yg dipesan sampai dg selamat barangnya bagus bagus kurirnya ramah lingkungan dan amanah,2
belanja di shopiee emang murah dan praktis tapi yang buat gak enak kurirnya entah kek mana kecewa sama kurir kurir sekarang 😌,1
banyak sukanya,2
aplikasinya nyebelin iklannya ganggu bangetttttttttttttt padahal gak di pencet maksa banget,0
puas skali dengan shopee,2
mantappp,2
hai shopee belanja disini enak murah bnyk diskon tapi pas saya ganti hp terus mau login lagi di apk shopee gabisa kenapa gitu ya,1
shopee tolong iklan di wattpad dikondisikan baru buka belum sempat baca udah langsung muncul ke beranda shopee pemaksaan banget si,0
sangat menyenangkan berbelanja di shopee gratis ongkos kirim dan tepat waktu,2
makin hari kok makin lama ya pengantarannya masa dari banjarmasin butuh minggu lebih biasnya cuma sampai hari doang apalagi kalo dari luar kalimantan malah lebih dari setengah bulan baru nyampe yang biasa cuma butuh minggu dari luar kalimantanapk bagus tapi pengantaran sangat lama 😵‍💫😴,0
membantu sekali aplikasii iniiiii🥰🥰,2
belanja shopee gk ada yg ribet mantaaap,2
aplikasi yg bagus,2
di shopee hrgannya memang murah cuma toko nya yang gak amanah saya pesan sendal d kirim cd cowo,1
bagustop markotop shopee😁👍,2
tidak bisa membayar dengan shopeepay padahal saldo cukup,0
gajelas banget masak gabisa login terus misi nonton shope tiba tiba beda harusnya gpp dong meskipun punya akun berapa aja,1
ini udah yg kesekian x nya tpi beda toko beda barang dan pelayanannya bagus semua baik semua termasuk kurir nya barang selalu dekat dengan ke adaan baik dan aman,2
shopee parah barang yg dibeli tidak sampai dana hangus dijanjikan pengembalian dana refund tapi hampir satu bulan tidak juga dikembalikan,0
mantab,2
sangat suka n memuaskan,2
semenjak shopee make ekspedisi spx paket sata banyak yg gagal kirim dibatalin padahal udh dlm proses pengantaran walau uang nya balik tapi saya kan udah nunggu lama buat pesanan itu parah bngt,0
proses pengembalian barang sangat merugikan penjualyg mana ongkir di bebankan ke penjual pasahal kesalahan kesalahan kebanyaka dari pihak expedisi,0
tadine layanan dan pengiriman bagus semakin lama semakin buruk pengiriman dan layanan dalam kualitas pengiriman,0
pelayanan bagus,2
belanja mudah dan gampang,2
terima kasih,2
puas banget belanja di shopee,2
pokoknya bagus dn top,2
saya memiliki pengalaman menggunakan shopee sebagai platform ecommerce untuk melakukan transaksi jual beli secara online dalam penggunaan seharihari saya terbiasa memanfaatkan berbagai fitur yang disediakan shopee untuk memastikan proses transaksi berjalan aman cepat dan efisien,2
ok di banding lazada serba mahal dan kena ongkir mahal kalo di shoppy jangan kayak di apk lazada yah 👍👍👍,2
baik,2
pengantarannya lama di tunda tunda trus,0
sangat bagus,2
aplikasinya mudah dan sangat membantu belanja barang online,2
mau tukar koin,2
tolong jt expres di aktifkan lagispx tambah parah leletnya,1
shoope pokoknya the best dech,2
terbaik,2
belanja yg mudah murah,2
b aja,2
buruk sekali pengiriman sangat lambat tidak terupdate sangat kecewa,0
mudahmurahcepat,2
manfaat bangettt,2
awas saja kalo jelek setelah di up nnti gua kasih bintang lg klo makin jelek,2
sangat membantu,2
bagus banget,2
istimewah besti chibi you,2
selama ini ok² aja,2
shopee we plislah yah knapakah mncul trus iklan shopee mu di apk lain klu sa lgi nnton sumpah sa jengkel pdahal sa tdk tindis tiba masuk trus ke shoopeenya😠😠,0
lebih percaya dg shoppie,2
licik,0
mantap lahcara jadi agen shopee galesong utara takalar gimana ya,2
masa lagi buka aplikasi lain gada angin gada hujan tb² kebuka shopee,0
bagus ada barang yg bener murah tp g murahandan ad juga barang yg murah vidio barang bagus yg datang g bagussmg para toko juga bs amanah yabarang harus sesuai vidiomksh shopee sukses sllsmg ke papua selatan juga bs gratis kaya djawa ya amin,2
makin hati iklannya makin menjadijadi aku main game bentar banget dan shopee udah kebuka sendiri lebih dari × tanpa aku mencet iklan apapun tolong dong kalau iklan tuh jangan yang sampai mengganggu banget malah karena iklannya yang ngeselin jadi banyak yang uninstall app shopee nya,0
sangat membantu,2
good,2
barang hilang penanganan sangat lambat dan sengaja tidak di perjelas padahal bukti jelas pula cs yang katanya prioritas saling lemparan mantap aplikasinya,0
shopee jos,2
sangat membantu,2
okey bgt,2
kecewa dgn shopie kebijakan yg buruk thd customer😏sperti toko yg tdk amanah dan customer retur barang krn tdk sesuai pesanan dan brg rusak tp cust diberi sanksi tidak bisa cod oleh shopie😏aneh beda dgn tik tok yg selalu mengutamakan customer jika toko nya tidak amanah bisa retur berkali dan cust tdk diberi sanksi oleh tiktokbaguslah untuk apa olshop kalo pedagangnya tidak amanah yg ada cust pada kapok belanja lagi😏,0
semakin lama pengirimannya,0
kemarin saya habis kena penipuan di shopee uang saya di shoopepay di tarik sama pelaku yang ngakunya karyawan shoope udah buat laporan di shopee tapi nggak ada solusinya tolong tingkatkan keamanan akun pengguna shopee buat pengguna shopee yg lain hati hati jangan mau terima telepon melalui wa mengatasnamakan shopee,0
mudah mendapatkan barang dgn harga terbaik,2
kapok pakai delivery instant by shopee ketilep saldo shopeepay paket direturn pembayaran nya tidak di return alesannya sudah lewat jam aduan sudah x aduan cs,0
terima kasih shope ok,2
lkun shopee ku baru tapi diskonnya tidak ada malah oengguna baru diskonnya abis pdhl belum dipakeee,2
memuaskan,2
sekarang ribet sistem di sini mau balikin barang aja stengah mati susahnya kyak orang ngemis amit amit padahal udh ngasih bukti sesuai sop tapi pengembalian tetep di tolak udh jelas salah tokonya yg ngasih rekomendasi ukuran salah pembeli yg harus rugi barang gx bisa di pakek kebangeten tim diskusi di shoppe,0
paket ku kek nya gak ada niatan buat di antar udah sebulan njir gak ngampek,0
pengiriman lama mesen tanggal harus tanggal datang ini sampe kerang belum datang barang nya mohon shop itu yang kerja lelet amat,0
banyak diskongrtis ongkir tapi kadang pas pesanan mau diantar ke rumah ngga dikasih nomor telpon kurirnya jadinya susahgabisa komunikasi sm kurirnya terkait pesanan yang mau diantar,2
semoga shopee jaya terus dan saya bisa dapat thr 😁😁,2
dgn ada nya shopee saya rasa terbantu untuk belanja di onlaen kerna ongkir nye murah tidak macam di yg lain semoga shopee semangkin sukses dan jaya selalu,2
dari sekian banyak tempat belanja online saya cocok dengan apk shoppe simpelmudah dan praktis,2
suka sekali,2
belanja di shopee puuuuuass banget diskon dan voucernya bikin belanja terus,2
jos,2
aplikasinya bagus udah dari dulu pake shopee karna kalo belanja selalu gratis ongkir tapi udah tahun akun spayleter ku di bekukan padahal gak ada tunggakan sama sekali dulu cuma telat bayar hari tapi udah aku lunasin sampe sekarang masih di bekukan padahal kalo ada spayleter lebih gampang karna kalo pergi pergi udah gak cod lagi,2
karna membantu saya ber belanja,2
over all ok,2
kebanyakan iklanmasa buka wattpad aja iklan terus,0
gajelas banget suka bgt produk produk gagal di kirim udah gitu numpang iklan nga bnyk banget,0
sangat cepat datang,2
mantul,2
iklan sangat ganggu lagi buka apk lain tiba tiba iklan sopi,0
hatihati sama ini aplikasi kualitas pelayanannya sekarang sangat buruk aplikasi nya mulai tidak jelas semakin diberi masukan semakin parah pelayanan dari shopee pihak developer pun mencaricari alasan saat pengajuan keluhan jadi untuk temanteman hatihati menggunakan aplikasi ini tidak ada jaminan untuk kita,0
menyangkan belanja murah dari rumah saja,2
bagus banget apalagi suka ada diskon,2
shoope amanah,2
selalu puas sama shopee karena ada diskon dan gratis ongkir setiap haridan pengiriman nya cepet dan amannwajib download dan beli di shopee🤩🤩🤩,2
sangat memuaskan dan gampang,2
good aplikasi love it😊,2
good job,2
mantap,2
apa apaan saya mau login malah gak bisa suruh verifikasi wajah gak sesuai aneh padahal baru aja beli shopee vip mana bonus chat gpt go nya gak ada bonus vidio juga gak dapet males banget,0
sangat membantu dalam kebutuhan orang berbelanja kebutuhan mohon selektif terhadap pedagang nakal yg menjual produk palsu,2
saat ini shopee aplikasi belanja online yang sangat cocok untuk kami yang jauh dan daerah kepulauan selain biaya kirim yang lebih murah barang yang dicari selalu ada dan harga masih sesuai pasaran pelayanan cukup bagus,2
bagus bgt deh intinya,2
terima kasih shopee yang sudah bikin berbelanja keluarga kami jadi lebih simple praktis harga terjangkau murah dengan aneka voucher terbaik nya ☆▪︎☆▪︎☆▪︎☆▪︎☆ semoga selalu bisa menjadi yang terbaik shoopee ✅️,2
puas,2
pelayanan lelet terus ga bisa ada kontak kurir sama pengiriman nya lama,0
sukses trss buat shopee nya dan buat penjualan lain nya juga sukses trss mantap poll kaya kaya,2
terbantu ada aplikasi shopeeterimkasih,2
sangat memuaskn belanja di shoopy,2
mantap,2
bagus,2
kacau banget ini shopee pas pengiriman luar jawa voucher ongkir minimal belanja ribunya g bisa d pakai,0
belanja di shopee luar biasa,2
saya sangat terganggu dg iklan shopee krn setiap saya buka aplikasi iklan shopee selalu muncul padahal tidak menekan menu apapun setiap di close selalu muncul lagi dan lagisangat memaksa sekali,0
terlalu banyak iklan memuak kanpadahal aplikasi sudah di hapus ehtiba tiba masuk shopee 😠,0
sangat sulit untuk mengajukan spaylaterspinjamnya padahal rutin belanja dan sedah pakai shopee bertahunan,2
mantap,2
nganggu baca buku buka wp lo mulu keluarnya ganggu maksa pengen dibuka kah shopeee sintinggggh,0
god barang nya,2
update apk versi trbaru error dan keluar masuk apkfitur pncarian tidak merespontolong perbaiki apk secepatyga bisa belanja jadiy,2
ok banget,2
aku mau beli paket data di shoppy kok terkendala oleh jaringan ya buka permainan di shoppy nggk bisa apalagi buka koin harian mau bayarnya pakek via bank susah bngt mending aku download aplikasi yg tokopedia ajalah,0
luar biasa,2
paket lebih terlambat dengan berbagai alasan ini itusampai sebulanan barang pun tak kunjung tiba,0
saya sangat senang memakai aplikasi shopee ini,2
siiip,2
all in pesennya di shopee hehehe,2
makin kesini makin banyak cacatnya layanan shopee terutama seller banyak seller makin lama makin ga bertanggung jawab cs juga kek binatang peliharaan ga ada guna sama skali saran saya mending kalian user pindah apk lain aja dari pada di buat kecewa terus tiap minggu dapat masalah terus belanja disini,0
jos,2
ni apk berguna tapi agak hama kalo iklan pencet layar dikit aja udh masuk ke shope udh di download juga dari lama masih aja iklan mana kalo udh kepencet mau masuk ke game nya ngulang lagi💔🥀 frrr,0
ok,0
bagus,2
beli di shopee yu murah loh,2
cacat sistem,0
belanja di shopee sangat puas dan nyaman tidak ribet sayang paylater saya gak bisa di gunakan krn pernah ada tunggakkan sebelumnya semoga nanti bisa di gunakan kembali😁👍,2
belanja hematmudahramahcepat ❤❤❤❤,2
kapok pake spx express paket entah dicuri atau gimana dari tgl sampai sekarang status pengiriman gaada update setelah dipick up kurir dari toko lapor ke pihak spx express juga gaada solusi,0
sangat membantu ketika belanja online recommended banget terima kasih,2
oke,2
oke,2
beneran dehkalo iklan tuh yg wajar dikit bisa nggak iklan shopee yg di app wattpad beneran ganggu bgtbaru aja buka wattpad belum sempet baca udah iklan shopeemending kalo iklan biasa lha ini iklan yg langsung masuk ke app shopee mana dibalikin ke app wattpad suka balik ke shopee lagi berulangkali yang wajar aja gitu kalo iklanini udah ganggu bgt soalnya,0
aalamat pengiriman tiba berubah ketika lokasi aktif padahal harusnya ga berubah karena saya masih di alamat tersebut ini mungkin bug sangat merepotkan saat memesan shopee food,0
semoga pelayanan makin bagus,2
bagus banget,2
sudah aman semuanya,2
belanja aman dan praktis di shopee selama belanja online di shopee belum pernah kecewa,2
berhenti ngiklan dimanamana ganggu,0
aplikasi top markotop,2
baik,0
bagusss banget buat belanja barangnya juga oke harganya terjangkau,2
ya allah shopeee lu bagus tapi kenapa sih iklannya tu dimana pliissssss pdhal sudh aku downld dan belanja disanaaaa tapi kenapaaaaa iklan lu banyak banget dimana,0
semua nya lengkap dan murah,2
semua nya jadi mudah,2
min tolong untuk pengiriman di banjarbaru ke balangan gak usah di bolak balikan ke banjarmasin spx express sekarang kek gabut banget memperlambat pengiriman ke arah balangan kalo bisa hilangkan salah satu tempat di banjarbaru atau banjarmasin supaya barang lebih cepat sampai ke pembeli min supaya pembeli gak pindah aplikasi ke aplikasi sebelah,2
seneng bget belanja di shopee bnyak diskon dan gratis ongkir,2
bagus tapi bnyk barang palsu,1
mantap,2
bagus,2
bisa gak stop iklan di wattpad jdi gk fokus baca klo iklan muluu🫵🏻 pdhl gak mencet apa tb langsung ke ap shope😤,1
sebellll bgttt kalo lagi main apk lain trus ada iklan shopee pasti masuk di berandanya padahal kitanya mencet tombol x tapi palah masuk di apk shopee mengganggu bgtt pliss,0
jasa pengirimnya spx payah parah engga profesional suka menunda pengiriman padahal paket udah sampe kota tujuan dri pagi hari bukannya dkirim ke alamat tujuan ini malah di tunda sampe beberapa hari,0
membantu dan memudah kan dalalm berbelanja,2
shopee indonesia bagus banget,2
mantap,2
sering berbelanja disini amanah dan terpercaya 🙏,2
potongan buat seller sangat tidak masuk akaljadi selama kita jualan di shopee semua keuntungan buat mereka🤣🤣,0
banyak promo gratis ongkir y sekarang pengiriman lebih cepat,2
upload foto pada saat pengembalian barang tidak bisa,0
goodddd,2
spx sekarang lama,0
cape bgt sama shopee padahal no gue udah bener tapi suruh verifikasi lagi dan lagi mana disuruh masukin kode ribet bgt asli kesel sendiri gue,0
mantap,2
kurir sangat baik dan sopan pokoknya produk nya juga oke,2
sigma boy,2
belanja di shopee puas dan menyenangkan 👍🏻😊,2
pengembalian dana lelet ribet harus verifikasi akun dulu lama bgt ga bisa langsung balikin dana ga kaya lazada lebih cepat dalam pengembalian dana,0
woyy jangan ganggu orang lagi nonton dong banyak banget iklan shopee nya mengganggu,0
kembali bintang 😍😍,2
cukup 👍,2
sangat memuaskan belanjan di shoppe sangat bagus,2
barang sesuai dengan pesanan,2
parah soppe kcewa sya sudah sring blanja byar ga prnah telatsdah mmber gold tp ngajuin paylater extra dan s pinjam di tolak trus cape ngajuin di tolak trus brbulan smpe ganti tahun prcuma sring blnja limit sgtu trus gda dampak ke sya mnding kredivo sring blnja tp cpet naik limit trbaik kredivo mnding hpus ja akun soppe,0
bagus,2
jangan ragu untuk belanja di shope nikmati kemudahannya juga keramahtamahan para sellernya,2
lebih mudah belajar dari pada yang lain,2
suruh hapus akun doang akun juga punya gw ribet bet,0
bagus selebihnya adalah pokoknya,2
banyak manfaat,2
tolong lah jangan ada upgrade apapun di shopeepay 😭 no hp nya yg lama ga bisa di pake lagi kirim uang jadi susah tau,1
the best murah meriah,2
plisss ini gimana yaa akun saya ga pernah bisa saat login padahal sudah masuk ke akun yang benar dan juga sudah verifikasi bahkan kode otp nya sudah terkirim tapi kenapa setelah itu malah muncul tulisan maaf kami tidak bisa memproses login kamu karena masalah keamanan aneh banget padahal gapernah ngapa ngapain saya cuma mau balik make shopee aja tapi susah banget,1
